Response ID..,"No Trucks, Plus Incentives: drivetrain design 1","No Trucks, Plus Incentives: drivetrain design 2","No Trucks, Plus Incentives: drivetrain design 3","No Trucks, Plus Incentives: drivetrain design 4","No trucks, plus incentives: drivetrain design",Respondent Education,rRespondent Education,Respondent Gender,Respondent Sex,Gender 2,Income 2,rIncome,Veh 1 Total Price,"Veh 1 Total Price, don't know","Fuel economy, gasoline / diesel / ethanol","Fuel economy, gasoline / diesel / ethanol truncated","Fuel economy, gasoline / diesel / ethanol, no idea",Distance,Distance Week/Month,Respondent's vehicle's monthly miles,Respondent's vehicle's monthly miles truncated,Fuel spending,Fuel spending Week/month,Respondent's car fuel spending per month,Respondent's car fuel spending per month (trunc),Daily flexibility,Commute,Home Park own car,Home Park other car,Garage or Carport,Home park: 110,Home Park: 220,Home park: EVSE,Home park: none,Home park: don't know,Highest Home PEV Charging Access,Electricy install authority,Home natural gas,Should government offer incentives,Replacement: Electricity,Replacement: Hydrogen,Seen Public EVSEs,Seen Public EVSEs yes/no,Personal interest in ZEV tech,Consider an EV,rConsiderEV,Consider an FCV,rConsiderFCV,Incentives: Federal,Base body size,Base body size 2,Familiarity: Gasoline Vehicles,Familiarity: EVs,Familiarity: HEVs,Familiarity: PHEVs,Familiarity: FCVs,Familiarity Gasoline Vehicles (trunc),Familiarity EVs (trunc),Familiarity HEVs (trunc),Familiarity PHEVs (trunc),Familiarity FCVs (trunc),Driving exp: EV,Driving exp: HEV,Driving exp: PHEV,Driving exp: FCV,Driving exp: EV (trunc),Driving exp: HEV (trunc),Driving exp: PHEV (trunc),Driving exp: FCV (trunc),EV: home charge,EV: public charging,EV: charge time,EV: range,EV: purchase price,EV: safety,EV: reliability,EV: home charge (trunc),EV: public charging (trunc),EV: charge time (trunc),EV: range (trunc),EV: purchase price (trunc),EV: safety (trunc),EV: reliability (trunc),FCV: public refueling,FCV: fueling time,FCV: range,FCV: purchase price,FCV: safety,FCV: reliability,FCV: public refueling (trunc),FCV: fueling time (trunc),FCV: range (trunc),FCV: purchase price (trunc),FCV: safety (trunc),FCV: reliabilty (trunc),Environmental risk,Environmental Risk (trunc),Health risk,Health Risk (trunc),Urgent national need,Urgent national need (trunc),Market provides incentives,Market incentives (trunc),Air pollution: lifesyle,Air pollution: lifestyle (trunc),Air pollution: personal worry,Air pollution: personal worry (trunc),Air pollution: regional threat,Air pollution: regional threat (trunc),Global warming: certainty,Global warming: certainty (trunc),Climate change: lifestyle,Climate change: lifestyle (trunc),Familiarity Factor1,Familiarity Factor2,Driving Experience Factor1,Driving Experience Factor2,Prior EV Factor1,Prior EV Factor2,Prior EV Factor3,Prior EV Factor4,Prior FCV Factor1,Prior FCV Factor2,Prior FCV Factor3,Enviro Factor1b,Enviro Factor2b,Enviro Factor3b,Pro-ZEV: tech,Pro-ZEV: fun,Pro-ZEV: safer,Pro-ZEV: fuel cost,Pro-ZEV: comfortable,Pro-ZEV: looks,Pro-ZEV: impression,Pro-ZEV: lifestyle,Pro-ZEV: purchase cost,Pro-ZEV: maintenance cost,Pro-ZEV: climate change,Pro-ZEV: oil imports,Pro-ZEV: money to oil producers,Pro-ZEV: air quality,Pro-ZEV: home charge convenience,Pro-ZEV: incentives,w Pro-ZEV: tech,w Pro-ZEV: fun,w Pro-ZEV: safer,w Pro-ZEV: fuel cost,w Pro-ZEV: comfortable,w Pro-ZEV: looks,w Pro-ZEV: impression,w Pro-ZEV: lifestyle,w Pro-ZEV: purchase cost,w Pro-ZEV: maintenance cost,w Pro-ZEV: climate change,w Pro-ZEV: oil imports,w Pro-ZEV: money to oil producers,w Pro-ZEV: air quality,w Pro-ZEV: home charge convenience,w Pro-ZEV: incentives,Non-ZEV: unfamiliar technology,Non-ZEV: electricity supply,Non-ZEV: vehicle safety,Non-ZEV: no home charge or fuel,Non-ZEV: limited fuel network,Non-ZEV: looks,Non-ZEV: impression,Non-ZEV: purchase cost,Non-ZEV: maintenance cost,Non-ZEV: fuel cost,Non-ZEV: lifestyle,Non-ZEV: charge/fuel time,Non-ZEV: range,Non-ZEV: fuel safety,Non-ZEV: enviormental concerns,Non-ZEV: battery concerns,Non-ZEVs: reliability,Non-ZEVs: higher incentives,w Non-ZEV: total,w Non-ZEV: unfamiliar technology,w Non-ZEV: electricity supply,w Non-ZEV: vehicle safety,w Non-ZEV: no home charge or fuel,w Non-ZEV: limited fuel network,w Non-ZEV: looks,w Non-ZEV: impression,w Non-ZEV: purchase cost,w Non-ZEV: maintenance cost,w Non-ZEV: fuel cost,w Non-ZEV: lifestyle,w Non-ZEV: charge/fuel time,w Non-ZEV: range,w Non-ZEV: fuel safety,w Non-ZEV: environmental concerns,w Non-ZEV: battery concerns,w Non-ZEV: reliability,w Non-ZEV: higher incentives
5719,PHEV,,,,PHEV,College Graduate,College Graduate,Female,Female,Female,"$50,000 to 74,999","$50,000 to 74,999",40000,0,22,22,0,70,Week,280,280,20,Week,80,80,Every day we decide who will drive the car or who will drive which car,No,Garage (attached to your home or freestanding),,Yes,Yes,No,No,No,No,110V,My household could make such an installation on its own authority.,"Yes, we do have natural gas","Yes, both electricity and hydrogen",Yes,Yes,No. I haven't seen any.,No,Interested,"The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one",I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,Yes,Midsize,Midsize,2.92,1.64,0.94,1.08,-3,2.92,1.64,0.94,1.08,-3,-3,-3,-3,-3,-3,-3,-3,-3,2.82,-3,1.4,-3,2.95,4.125,4.125,2.82,-3,1.4,-3,2.95,,,-3,4.125,4.125,4.125,4.125,4.125,-3,,,,,,-3,-3,-3,-3,0.57,0.57,4.125,,2.94,2.94,2.87,2.87,2.89,2.89,2.95,2.95,2.78,2.78,-0.342436869,0.485744638,-0.369833827,-0.658581338,-0.220132924,-2.161951159,-0.727495318,1.185680586,-0.133909014,-0.306204489,-0.614922911,1.001068607,-0.838968144,0.549663672,4,2,2,4,1,1,1,3,1,1,2,2,2,2,1,1,4.356644463,2.178322232,2.178322232,4.356644463,1.089161116,1.089161116,1.089161116,3.267483348,1.089161116,1.089161116,2.178322232,2.178322232,2.178322232,2.178322232,1.089161116,1.089161116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.098193798
5721,HEV,,,,HEV,High School Graduate or GED,High school or less,Female,Female,Female,"$15,000 to 24,999","$10,000 to 24,999",,0,15,15,0,245,Week,980,980,37,Week,148,148,Every day we decide who will drive the car or who will drive which car,Yes,"Carport (Covered, but not fully enclosed)",,Yes,No,Yes,Yes,No,No,EVSE,My household would need permission from some other person or group.,"Yes, we do have natural gas","Yes, but only hydrogen",No,No,Yes. I've seen them at a few places.,Yes,Very interested,"The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one",I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,Yes,Midsize,Midsize,0.28,2.8,-0.32,1.26,2.13,0.28,2.8,-0.32,1.26,2.13,1.93,0.99,-1.42,1.54,1.93,0.99,-1.42,1.54,4.125,0.47,1.82,0.75,0.99,2.01,1.38,,0.47,1.82,0.75,0.99,2.01,1.38,1.38,1.5,4.125,1.5,0.95,0.95,1.38,1.5,,1.5,0.95,0.95,4.125,,1.38,1.38,1.74,1.74,2.33,2.33,4.125,,1.26,1.26,4.125,,5.7,,1.82,1.82,0.541596227,-1.519464812,1.718951886,0.304621671,1.229742668,-0.23492909,0.238757493,-0.359071245,-0.001011139,0.63125803,0.910406869,0.102183952,1.604358069,0.373255801,2,1,1,2,2,1,1,3,2,2,1,4,2,2,2,1,2.178322232,1.089161116,1.089161116,2.178322232,2.178322232,1.089161116,1.089161116,3.267483348,2.178322232,2.178322232,1.089161116,4.356644463,2.178322232,2.178322232,2.178322232,1.089161116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.098193798
5725,PHEV,,,,PHEV,"Masters, Doctorate, or Professional Degree","Masters, Doctorate, or Professional Degree",Male,Male,Male,"$150,000 to $199,999","$150,000 to 199,999",17000,0,26.5,26.5,0,900,Month,900,900,90,Month,90,90,"I have my car; they have their car. In general, we don't switch or swap",No,Driveway (Not Covered),On the Street,No,Yes,No,No,No,No,110V,My household could make such an installation on its own authority.,"Yes, we do have natural gas","No, neither one",Yes,Yes,Yes. I've seen them at several places.,Yes,A little interested,"The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one",I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,Yes,Compact,Compact,2.96,2.96,2.93,-2.03,-3,2.96,2.96,2.93,-2.03,-3,-2.91,-3,-2.93,-2.96,-2.91,-3,-2.93,-2.96,2.87,4.125,1.98,2.06,2.96,-2.93,0,2.87,,1.98,2.06,2.96,-2.93,0,-3,4.125,4.125,4.125,4.125,4.125,-3,,,,,,-3,-3,-2.99,-2.99,0,0,0,0,2.99,2.99,2.93,2.93,2.83,2.83,2.9,2.9,2.85,2.85,-0.91121989,1.390684996,-0.332563453,-0.653239705,-1.466987384,0.724104054,0.209979745,0.896859118,-0.133909014,-0.306204489,-0.614922911,1.004058608,-0.830516665,0.60316982,1,0,0,5,0,0,5,5,0,3,5,0,0,3,3,0,1,0,0,5,0,0,5,5,0,3,5,0,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5729,PHEV,,,,PHEV,College Graduate,College Graduate,Female,Female,Female,"$150,000 to $199,999","$150,000 to 199,999",18500,0,24,24,0,500,Month,500,500,70,Month,70,70,"Each driver has their usual car, but at least once a week someone in the household will drive a different car",Yes,Driveway (Not Covered),Garage (attached to your home or freestanding),Yes,Yes,No,No,No,No,110V,My household could make such an installation on its own authority.,"Yes, we do have natural gas","Yes, both electricity and hydrogen",Yes,No,Yes. I've seen them at a few places.,Yes,A little interested,"The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one",I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I'm Not Sure,Compact,Compact,2.86,4.125,2.86,4.125,-2.9,2.86,,2.86,,-2.9,-3,-3,-3,-3,-3,-3,-3,-3,-2.88,-2.91,4.125,4.125,0,-0.13,2.82,-2.88,-2.91,,,0,-0.13,2.82,4.125,4.125,4.125,4.125,4.125,4.125,,,,,,,-2.83,-2.83,-3,-3,0,0,-1.4,-1.4,0.46,0.46,1.44,1.44,-0.24,-0.24,0.72,0.72,1.4,1.4,-0.161501181,0.956922834,-0.369833827,-0.658581338,0.363271047,0.143064621,-1.419239476,-0.636559024,0,0,0,-0.391636065,-0.934151287,0.122343824,3,0,0,3,0,0,0,3,0,0,0,3,3,3,3,2,3.267483348,0,0,3.267483348,0,0,0,3.267483348,0,0,0,3.267483348,3.267483348,3.267483348,3.267483348,2.178322232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.196387595
5731,Gas,,,,Gas,Some Graduate School,Some Graduate School,Male,Male,Male,"$150,000 to $199,999","$150,000 to 199,999",25000,0,25,25,0,110,Week,440,440,20,Week,80,80,"Each driver has their usual car, but less than once a week someone in the household will drive a different car",No,Driveway (Not Covered),Garage (attached to your home or freestanding),Yes,Yes,No,No,No,No,110V,My household could make such an installation on its own authority.,"Yes, we do have natural gas",I'm not sure,Yes,No,No. I haven't seen any.,No,A little interested,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I'm Not Sure,Midsize,Midsize,2.92,-2.34,0,0,4.125,2.92,-2.34,0,0,,-2.92,-2.94,-2.9,-2.9,-2.92,-2.94,-2.9,-2.9,1.75,-1.33,1.07,1.25,2.39,0,0.13,1.75,-1.33,1.07,1.25,2.39,0,0.13,4.125,4.125,4.125,4.125,4.125,4.125,,,,,,,-2.1,-2.1,-2.07,-2.07,-0.88,-0.88,-0.88,-0.88,0.29,0.29,0,0,0.97,0.97,-1.41,-1.41,0,0,-1.083399631,-0.335368242,-0.312516724,-0.64181444,0.054874203,0.054690567,-0.11720788,0.423774515,0,0,0,-0.607999433,-0.461165434,-0.835350828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,5,0,0,5,5,0,0,0,5,0,0,0,0,0,21,1,0,0,0,5,0,0,5,5,0,0,0,5,0,0,0,0,
5733,,,HEV,,HEV,"Masters, Doctorate, or Professional Degree","Masters, Doctorate, or Professional Degree",Female,Female,Female,"$100,000 to 149,999","$100,000 to 149,999",60000,0,15.3,15.3,0,300,Week,1200,1200,100,Week,400,400,"Each driver has their usual car, but less than once a week someone in the household will drive a different car",Yes,"Carport (Covered, but not fully enclosed)","Carport (Covered, but not fully enclosed)",Yes,Yes,No,No,No,No,110V,My household would need permission from some other person or group.,"Yes, we do have natural gas","Yes, both electricity and hydrogen",Yes,No,Yes. I've seen them at a few places.,Yes,Interested,"Started to gather some information, but haven not really gotten serious yet",Gathered info to shopped to own,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,Yes,Midsize,Midsize,2.7,-0.27,2.68,0.37,4.125,2.7,-0.27,2.68,0.37,,-3,-3,-3,-2.8,-3,-3,-3,-2.8,-0.68,-2.24,4.125,4.125,4.125,4.125,4.125,-0.68,-2.24,,,,,,-2.54,4.125,4.125,4.125,4.125,4.125,-2.54,,,,,,-2.73,-2.73,-2.73,-2.73,0,0,0,0,1.33,1.33,0.35,0.35,0.33,0.33,2.01,2.01,2.45,2.45,-0.481453058,0.412138829,-0.292673505,-0.696529513,-0.072262725,0.038639243,-0.772603869,0.048026542,-0.099428569,-0.227359407,-0.45658543,-0.643969638,-0.747914132,1.067421366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,3,5,0,0,2,0,1,5,5,3,0,0,1,0,0,32.94581393,0,5.490968988,0,3.294581393,5.490968988,0,0,2.196387595,0,1.098193798,5.490968988,5.490968988,3.294581393,0,0,1.098193798,0,
5735,,,HEV,,HEV,Some Graduate School,Some Graduate School,Female,Female,Female,"$35,000 to 49,999","$35,000 to 49,999",28000,0,17,17,0,50,Week,200,200,60,Month,60,60,"I'm the only driver, so this question doesn't really apply to me",Yes,Driveway (Not Covered),Driveway (Not Covered),No,Yes,No,No,No,No,110V,My household would need permission from some other person or group.,"Yes, we do have natural gas",I'm not sure,No,No,Yes. I've seen them at several places.,Yes,A little interested,I (we) have not and would not consider buying a vehicle that runs on electricity,I (we) have not and would not consider buying a vehicle that runs on electricity,I (we) have not and would not consider buying a vehicle that runs on hydrogen,I (we) have not and would not consider buying a vehicle that runs on hydrogen,I'm Not Sure,Large,Large,2.16,0.66,4.125,4.125,5.7,2.16,0.66,,,,-3,-3,-3,-3,-3,-3,-3,-3,-3,-0.42,2.72,2.93,2.88,4.125,2.77,-3,-0.42,2.72,2.93,2.88,,2.77,-3,4.125,4.125,4.125,1.31,2.94,-3,,,,1.31,2.94,-2.58,-2.58,4.125,,2.41,2.41,2.9,2.9,1.3,1.3,2.93,2.93,-1.25,-1.25,4.125,,2.84,2.84,-0.283158471,-0.181586383,-0.369833827,-0.658581338,1.105608642,0.932069952,-0.399896641,0.336270157,0.915914295,0.130971155,-0.956465327,-0.048502728,-0.541886206,1.104826606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,3,1,1,0,0,3,0,0,0,2,0,14.27651937,1.098193798,1.098193798,0,0,1.098193798,0,0,3.294581393,1.098193798,1.098193798,0,0,3.294581393,0,0,0,2.196387595,
5736,HEV,,,,HEV,"Masters, Doctorate, or Professional Degree","Masters, Doctorate, or Professional Degree",Female,Female,Female,"$75,000 to 99,999","$75,000 to 99,999",20000,0,32,32,0,300,Week,1200,1200,200,Month,200,200,"I have my car; they have their car. In general, we don't switch or swap",Yes,Parking Lot - Assigned Space,Parking Lot,No,No,No,No,Yes,No,No,My household would need permission from some other person or group.,"Yes, we do have natural gas","Yes, both electricity and hydrogen",No,No,Yes. I've seen them at a few places.,Yes,A little interested,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I'm Not Sure,Compact,Compact,2.93,0,1.29,0,-1.18,2.93,0,1.29,0,-1.18,-3,0,-3,-3,-3,0,-3,-3,-3,-1.5,4.125,4.125,4.125,4.125,4.125,-3,-1.5,,,,,,4.125,4.125,4.125,4.125,4.125,4.125,,,,,,,0,0,0,0,1.53,1.53,-1.58,-1.58,2.9,2.9,2.8,2.8,2.84,2.84,2.89,2.89,2.82,2.82,-0.663539847,0.197420686,-0.726192917,0.357149873,0.203887298,-0.105555394,-0.816196601,-0.270831513,0,0,0,1.026718143,0.880708949,0.673972544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.490968988,5.490968988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5747,,,,HEV,HEV,Some College,Some College,Male,Male,Male,"$100,000 to 149,999","$100,000 to 149,999",31000,0,18.5,18.5,0,500,Week,2000,2000,80,Week,320,320,"Each driver has their usual car, but at least once a week someone in the household will drive a different car",Yes,Driveway (Not Covered),Driveway (Not Covered),No,Yes,Yes,No,No,No,220V,My household would need permission from some other person or group.,"Yes, we do have natural gas","Yes, but only hydrogen",Yes,Yes,No. I haven't seen any.,No,Not interested,I (we) have not and would not consider buying a vehicle that runs on electricity,I (we) have not and would not consider buying a vehicle that runs on electricity,"The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one",I'm Not Sure,Large,Large,2.82,2.84,2.83,2.8,2.81,2.82,2.84,2.83,2.8,2.81,-3,-3,-3,-3,-3,-3,-3,-3,2.75,2.77,2.77,2.79,2.81,0,0,2.75,2.77,2.77,2.79,2.81,0,0,4.125,4.125,4.125,4.125,4.125,4.125,,,,,,,-2.96,-2.96,-3,-3,-3,-3,2.8,2.8,-3,-3,-3,-3,2.76,2.76,-3,-3,,,0.967321595,0.024552804,-0.369833827,-0.658581338,-0.080659271,0.96695813,1.555603551,0.37245798,0,0,0,-1.609858003,-1.097849471,-1.91724105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,2,2,2,0,1,1,2,2,2,0,2,0,0,23,2,2,0,1,2,2,2,2,0,1,1,2,2,2,0,2,0,
5752,PHEV,,,,PHEV,"Masters, Doctorate, or Professional Degree","Masters, Doctorate, or Professional Degree",Female,Female,Female,"$150,000 to $199,999","$150,000 to 199,999",32000,0,26,26,0,100,Week,400,400,50,Month,50,50,"Each driver has their usual car, but less than once a week someone in the household will drive a different car",No,Driveway (Not Covered),Garage (attached to your home or freestanding),Yes,Yes,No,No,No,No,110V,My household could make such an installation on its own authority.,"Yes, we do have natural gas",I'm not sure,Yes,No,Yes. I've seen them at a few places.,Yes,A little interested,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I'm Not Sure,Midsize,Midsize,2.94,2.86,2.81,4.125,4.125,2.94,2.86,2.81,,,-3,-1.44,-3,-3,-3,-1.44,-3,-3,2.17,-1.63,4.125,-0.51,0.53,-0.72,0.35,2.17,-1.63,,-0.51,0.53,-0.72,0.35,4.125,4.125,4.125,4.125,4.125,4.125,,,,,,,-3,-3,-3,-3,2.8,2.8,-3,-3,2.82,2.82,2.88,2.88,2.85,2.85,2.81,2.81,2.82,2.82,0.61869328,0.474037862,-0.555140554,-0.130401108,-0.151855903,-0.83269886,-0.305421555,-0.248451051,0,0,0,0.966573755,-0.838534338,0.596884272,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1.089161116,0,0,1.089161116,0,0,0,0,0,0,1.089161116,0,0,1.089161116,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5753,PHEV,,,,PHEV,"Masters, Doctorate, or Professional Degree","Masters, Doctorate, or Professional Degree",Female,Female,Female,"$75,000 to 99,999","$75,000 to 99,999",20000,0,25.2,25.2,0,650,Month,650,650,75,Month,75,75,"Each driver has their usual car, but less than once a week someone in the household will drive a different car",No,"Carport (Covered, but not fully enclosed)",Driveway (Not Covered),Yes,Yes,No,No,No,No,110V,My household could make such an installation on its own authority.,"No, we don't have natural gas","Yes, both electricity and hydrogen",Yes,Yes,Yes. I've seen them at one place.,Yes,A little interested,"Started to gather some information, but haven not really gotten serious yet",Gathered info to shopped to own,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I'm Not Sure,Compact,Compact,2.91,2.35,2.86,2.79,-1.79,2.91,2.35,2.86,2.79,-1.79,-3,-2.37,-2.99,-3,-3,-2.37,-2.99,-3,2.84,0,0,1.28,4.125,-2.88,-2.48,2.84,0,0,1.28,,-2.88,-2.48,-2.63,5.7,4.125,4.125,4.125,4.125,-2.63,,,,,,-3,-3,-2.82,-2.82,1.84,1.84,-2.28,-2.28,2.88,2.88,2.9,2.9,1.55,1.55,2.92,2.92,2.8,2.8,0.450258938,0.755984574,-0.442961276,-0.444236986,-1.610216014,0.241170499,0.613347793,-0.163170377,-0.106174743,-0.242785618,-0.487564502,0.74026488,-0.743273184,0.692907487,3,3,2,3,0,0,1,1,0,1,5,3,3,5,0,0,3.267483348,3.267483348,2.178322232,3.267483348,0,0,1.089161116,1.089161116,0,1.089161116,5.445805579,3.267483348,3.267483348,5.445805579,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5755,HEV,,,,HEV,College Graduate,College Graduate,Female,Female,Female,"$75,000 to 99,999","$75,000 to 99,999",25000,0,,,1,1200,Month,1200,1200,75,Week,300,300,"Each driver has their usual car, but less than once a week someone in the household will drive a different car",No,Driveway (Not Covered),Driveway (Not Covered),No,Yes,No,No,No,No,110V,My household would need permission from some other person or group.,"Yes, we do have natural gas",I'm not sure,Yes,No,No. I haven't seen any.,No,A little interested,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,No,Compact,Compact,2.91,1.92,2.86,1.83,-2.32,2.91,1.92,2.86,1.83,-2.32,-2.84,0.81,-3,-2.9,-2.84,0.81,-3,-2.9,1.66,-1.63,-0.23,1.61,0,-1.77,0,1.66,-1.63,-0.23,1.61,0,-1.77,0,4.125,4.125,4.125,4.125,4.125,4.125,,,,,,,-2.55,-2.55,-2.53,-2.53,1.97,1.97,-1.41,-1.41,2.87,2.87,2.76,2.76,2.42,2.42,2.2,2.2,2.53,2.53,0.078130105,0.864763762,-0.766260662,0.622459986,-0.844327576,0.400809627,-0.253938832,-0.606596097,0,0,0,0.86043171,-0.583687882,0.436753615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,4.39277519,0,0,0,0,1.098193798,0,0,0,0,0,1.098193798,0,1.098193798,0,0,0,1.098193798,
5762,HEV,,,,HEV,College Graduate,College Graduate,Female,Female,Female,"$50,000 to 74,999","$50,000 to 74,999",25000,0,493,,0,60,Week,240,240,30,Month,30,30,"I'm the only driver, so this question doesn't really apply to me",Yes,Garage (attached to your home or freestanding),Garage (attached to your home or freestanding),Yes,No,No,No,No,Yes,No,My household would need permission from some other person or group.,"No, we don't have natural gas","Yes, both electricity and hydrogen",Yes,No,No. I haven't seen any.,No,Not interested,I (we) have not and would not consider buying a vehicle that runs on electricity,I (we) have not and would not consider buying a vehicle that runs on electricity,I (we) have not and would not consider buying a vehicle that runs on hydrogen,I (we) have not and would not consider buying a vehicle that runs on hydrogen,No,Compact,Compact,2.84,2.7,2.84,2.6,4.125,2.84,2.7,2.84,2.6,,-2.69,2.85,-2.92,-2.85,-2.69,2.85,-2.92,-2.85,4.125,4.125,4.125,4.125,4.125,4.125,4.125,,,,,,,,4.125,4.125,4.125,4.125,4.125,4.125,,,,,,,-2.06,-2.06,4.125,,2.72,2.72,4.125,,2.95,2.95,0.14,0.14,1.32,1.32,2.85,2.85,2.58,2.58,0.675366324,0.397741402,-0.959160099,1.32140602,0,0,0,0,0,0,0,-0.273135502,-0.389122406,1.017118558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,4,0,23.06206975,2.196387595,0,0,0,0,0,0,0,0,0,0,0,5.490968988,5.490968988,0,5.490968988,4.39277519,
5764,HEV,,,,HEV,Some Graduate School,Some Graduate School,Female,Female,Female,"$100,000 to 149,999","$100,000 to 149,999",30000,0,25,25,0,300,Week,1200,1200,30,Week,120,120,Every day we decide who will drive the car or who will drive which car,No,Garage (attached to your home or freestanding),,Yes,Yes,No,No,No,No,110V,My household could make such an installation on its own authority.,"Yes, we do have natural gas","No, neither one",Yes,No,No. I haven't seen any.,No,A little interested,I (we) have not and would not consider buying a vehicle that runs on electricity,I (we) have not and would not consider buying a vehicle that runs on electricity,I (we) have not and would not consider buying a vehicle that runs on hydrogen,I (we) have not and would not consider buying a vehicle that runs on hydrogen,No,Large,Large,2.77,1.75,2.8,-1.84,-2.82,2.77,1.75,2.8,-1.84,-2.82,-2.8,2.22,-2.83,-2.79,-2.8,2.22,-2.83,-2.79,-2.8,-2.84,2.72,2.77,2.77,1.42,1.77,-2.8,-2.84,2.72,2.77,2.77,1.42,1.77,-2.81,2.73,2.72,2.25,2.72,2.74,-2.81,2.73,2.72,2.25,2.72,2.74,-0.16,-0.16,-0.14,-0.14,0.19,0.19,2.71,2.71,1.76,1.76,1.81,1.81,2.18,2.18,-2.81,-2.81,,,-0.991441486,1.120415394,-0.857883674,1.09918491,0.907572352,0.873436476,-1.23188734,0.421249379,1.038517271,1.182988825,-0.765315445,0.359015062,0.694744843,-0.782178182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,1,3,5,0,0,1,1,3,0,3,5,3,0,0,0,0,32.94581393,0,5.490968988,1.098193798,3.294581393,5.490968988,0,0,1.098193798,1.098193798,3.294581393,0,3.294581393,5.490968988,3.294581393,0,0,0,
